row_index,year,fold,raw_logit_t1,raw_logit_t2,prob_class_1,prob_class_2,prob_class_3
52,2018,1,1.6131351,-2.601587,0.16615379,0.7762805,0.0575657
53,2018,1,3.2379506,2.0085268,0.037762344,0.113842964,0.8483947
54,2018,1,2.7163174,0.76417613,0.06201732,0.29803485,0.63994783
55,2018,1,2.6816392,1.2303444,0.06406546,0.21163464,0.7242999
56,2018,1,2.9043264,1.139505,0.051940143,0.22982037,0.7182395
57,2018,1,1.1118606,0.21311131,0.2475242,0.33629867,0.41617712
58,2018,1,2.4163568,1.2450329,0.081933856,0.20524395,0.7128222
59,2018,1,2.9149518,1.1459997,0.051419318,0.2288171,0.7197636
60,2018,1,2.6156163,1.0367143,0.06814015,0.24394643,0.6879134
61,2018,1,3.2379506,2.0085268,0.037762344,0.113842964,0.8483947
62,2018,1,-0.42507312,-2.2358584,0.6046965,0.35712653,0.03817694
63,2018,1,2.6812427,0.51730335,0.0640893,0.34954673,0.586364
64,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
65,2018,1,-0.11701557,-2.2968009,0.5292206,0.42775574,0.043023717
66,2018,1,2.213933,-0.00286589,0.09850633,0.45139274,0.45010093
67,2018,1,2.5840812,0.12860274,0.070170045,0.43506142,0.49476853
68,2018,1,2.6168163,0.98596144,0.068063974,0.2532168,0.6787192
69,2018,1,2.0627897,-1.7958181,0.112766445,0.7609262,0.12630737
70,2018,1,1.6131351,-2.601587,0.16615379,0.7762805,0.0575657
71,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
72,2018,1,0.22958143,-1.6664048,0.44285542,0.46861202,0.08853255
73,2018,1,0.44606295,-1.3049922,0.39029723,0.4796373,0.13006547
74,2018,1,2.8646443,1.6086367,0.05392921,0.15778375,0.78828704
75,2018,1,1.7183396,-1.1471559,0.15208519,0.64355975,0.20435508
76,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
77,2018,1,2.7305582,0.64826524,0.06119412,0.32236767,0.6164382
78,2018,1,2.4320133,-0.13471451,0.08076388,0.49052992,0.4287062
79,2018,1,1.848958,-1.4176878,0.13599527,0.69550276,0.16850194
80,2018,1,2.8801744,0.41428608,0.05314231,0.37674034,0.57011735
81,2018,1,1.1118606,0.21311131,0.2475242,0.33629867,0.41617712
82,2018,1,0.55023766,-2.2380793,0.36580926,0.57306576,0.06112501
83,2018,1,2.4302166,-0.38962698,0.08089739,0.5479624,0.37114015
84,2018,1,-0.3596482,-2.1550846,0.58895534,0.36835486,0.04268989
85,2018,1,-0.16173197,-2.0369937,0.54034513,0.40662307,0.053031858
86,2018,1,3.0613987,1.6903064,0.04472792,0.1487698,0.8065023
87,2018,1,-0.1978155,-1.3340799,0.5492933,0.356741,0.09396573
88,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
89,2018,1,2.776807,1.1706756,0.058590412,0.2228626,0.718547
90,2018,1,-0.10748483,-1.6538111,0.52684534,0.3971686,0.07598606
91,2018,1,0.7397517,-1.820093,0.3230585,0.5825605,0.09438101
92,2018,1,0.19217443,-1.8008841,0.45210367,0.4702356,0.07766073
93,2018,1,2.0643215,-0.4929788,0.11261326,0.5508967,0.33649004
94,2018,1,1.2061222,-1.8193123,0.23038793,0.6622386,0.107373506
95,2018,1,2.6533067,1.1409348,0.06578553,0.22621894,0.70799553
96,2018,1,1.850584,0.24670419,0.13580436,0.37906635,0.4851293
97,2018,1,0.104504734,-0.7138083,0.47389758,0.3531421,0.17296031
98,2018,1,2.998984,-0.13788898,0.04747182,0.509048,0.44348022
99,2018,1,2.7496934,0.07813416,0.060103953,0.45159784,0.4882982
100,2018,1,2.213933,-0.00286589,0.09850633,0.45139274,0.45010093
101,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
102,2018,1,3.0037367,1.697403,0.047257304,0.14748919,0.8052535
103,2018,1,3.2379506,2.0085268,0.037762344,0.113842964,0.8483947
104,2018,1,1.2247233,-1.5206217,0.22710627,0.63425976,0.13863395
105,2018,1,2.398375,-0.018110242,0.083296716,0.46250197,0.4542013
106,2018,1,1.9777304,-0.6034918,0.12156093,0.5678711,0.31056795
107,2018,1,-0.012157507,-1.5775054,0.50303936,0.4119063,0.08505435
108,2018,1,1.4138088,-1.6294103,0.19563401,0.6725214,0.13184458
109,2018,1,-0.35077953,-1.8705255,0.5868066,0.35803998,0.05515344
110,2018,1,0.66574174,-0.6392765,0.33945096,0.43238872,0.22816032
111,2018,1,2.6632168,0.0791409,0.06517911,0.44892445,0.48589644
112,2018,1,1.5211456,-0.39430726,0.17929292,0.49022406,0.33048302
113,2018,1,2.8801744,0.41428608,0.05314231,0.37674034,0.57011735
114,2018,1,0.94633126,-2.0904996,0.2796232,0.6411183,0.07925848
115,2018,1,1.3945328,-1.1887888,0.19868511,0.6142274,0.1870875
116,2018,1,0.6569304,-0.3608816,0.34142947,0.38806522,0.2705053
117,2018,1,2.1597495,-0.25744337,0.103423715,0.5056759,0.39090034
118,2018,1,3.1258268,1.2198126,0.042054415,0.2183823,0.7395633
119,2018,1,-0.3921095,-1.6038449,0.59679043,0.3356942,0.0675154
120,2018,1,0.53798324,-0.12491408,0.36865687,0.33536187,0.29598126
121,2018,1,-0.05254607,-2.0120394,0.5131335,0.42944318,0.057423294
122,2018,1,0.42160678,-1.5096025,0.39613232,0.49456906,0.109298676
123,2018,1,-0.6206986,-2.2862854,0.65037745,0.3173646,0.032257993
124,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
125,2018,1,1.3879056,-1.4874169,0.19974238,0.6527623,0.1474953
126,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
127,2018,1,-0.2938196,-1.9454626,0.57293093,0.3736645,0.05340454
128,2018,1,3.2047672,1.3776273,0.038986742,0.19353878,0.7674745
129,2018,1,2.0821164,-0.8938819,0.110847235,0.6310234,0.2581294
130,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
131,2018,1,2.5844162,-0.014884036,0.07014817,0.46838585,0.46146598
132,2018,1,1.2747,-2.24859,0.21845376,0.7069311,0.07461512
133,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
134,2018,1,2.5316563,1.1017139,0.07366848,0.23104459,0.6952869
135,2018,1,1.7608309,-1.3759551,0.14668626,0.681235,0.17207874
136,2018,1,2.6533067,1.1409348,0.06578553,0.22621894,0.70799553
137,2018,1,2.0575056,0.31906924,0.11329621,0.3732159,0.5134879
138,2018,1,-0.35077953,-1.8705255,0.5868066,0.35803998,0.05515344
139,2018,1,1.7285852,0.11327723,0.15076864,0.4005917,0.44863966
140,2018,1,1.7179624,0.45693988,0.15213382,0.3287279,0.5191383
141,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
142,2018,1,2.432767,1.6205351,0.08070797,0.15180361,0.7674884
143,2018,1,1.5933396,-0.42438182,0.16891456,0.50241715,0.3286683
144,2018,1,2.1487055,0.24410719,0.10445231,0.3933912,0.5021565
145,2018,1,1.9865581,-1.6592667,0.1206215,0.73880064,0.14057785
146,2018,1,0.50609785,-0.75821507,0.3761087,0.4248488,0.19904248
147,2018,1,2.905775,0.66326535,0.051868796,0.32237077,0.62576044
148,2018,1,2.9764268,0.43134317,0.048502207,0.3747052,0.5767926
149,2018,1,2.986652,0.550019,0.048032522,0.3482868,0.6036807
150,2018,1,2.986652,0.550019,0.048032522,0.3482868,0.6036807
151,2018,1,2.2125578,-0.55273974,0.09862846,0.57216454,0.329207
152,2018,1,1.6332164,-1.5136938,0.16339016,0.6856921,0.15091774
153,2018,1,3.2047672,1.3776273,0.038986742,0.19353878,0.7674745
154,2018,1,3.1938987,1.102247,0.039395988,0.23949695,0.72110707
155,2018,1,1.9377701,-0.39696836,0.125893,0.5226802,0.35142678
156,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
157,2018,1,2.2125578,-0.55273974,0.09862846,0.57216454,0.329207
158,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
159,2018,1,1.9254696,0.46791068,0.12725288,0.3361044,0.53664273
160,2018,1,2.5316563,1.1017139,0.07366848,0.23104459,0.6952869
161,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
162,2018,1,0.22078468,-1.4837036,0.44502693,0.45237595,0.10259713
163,2018,1,1.8274759,-0.44900563,0.1385392,0.525838,0.33562276
164,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
165,2018,1,3.031803,1.532485,0.04600966,0.16945773,0.7845326
166,2018,1,2.9764268,0.43134317,0.048502207,0.3747052,0.5767926
167,2018,1,3.2097294,1.0928142,0.038801193,0.24134612,0.7198527
168,2018,1,3.2047672,1.3776273,0.038986742,0.19353878,0.7674745
169,2018,1,-0.27387157,-1.7563127,0.5680431,0.36835003,0.06360684
170,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
171,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
172,2018,1,2.986652,0.550019,0.048032522,0.3482868,0.6036807
173,2018,1,0.56139076,-1.7475796,0.36322576,0.542307,0.09446721
174,2018,1,3.2383864,1.699168,0.03774643,0.14873934,0.81351423
175,2018,1,3.2047672,1.3776273,0.038986742,0.19353878,0.7674745
176,2018,1,-0.27387157,-1.7563127,0.5680431,0.36835003,0.06360684
177,2018,1,-0.16678895,-2.0436332,0.5416008,0.40582204,0.05257715
178,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
179,2018,1,0.0108285025,-2.0513597,0.49729288,0.44544122,0.057265915
180,2018,1,0.8278316,-1.4790523,0.3041038,0.56675833,0.12913789
181,2018,1,1.2491974,-0.86479795,0.22283912,0.54685867,0.23030223
182,2018,1,1.008985,-0.797914,0.26717854,0.505301,0.22752047
183,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
184,2018,1,1.8374286,-0.099918626,0.13735569,0.45285282,0.4097915
185,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
186,2018,1,2.4499035,0.40777212,0.0794456,0.36771214,0.55284226
187,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
188,2018,1,2.7643552,0.35962218,0.05928105,0.38668352,0.5540354
189,2018,1,0.5268492,-0.06719129,0.37125206,0.3249316,0.30381635
190,2018,1,-0.35077953,-1.8705255,0.5868066,0.35803998,0.05515344
191,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
192,2018,1,2.02783,-0.4552692,0.11631185,0.54072106,0.34296706
193,2018,1,0.65911627,-2.4697332,0.34093815,0.60765016,0.05141171
194,2018,1,2.6710732,0.72413886,0.064702034,0.30535817,0.6299398
195,2018,1,1.0578142,-0.31948924,0.25772744,0.4299241,0.31234846
196,2018,1,1.6332164,-1.5136938,0.16339016,0.6856921,0.15091774
197,2018,1,2.3698678,-0.8576859,0.085499465,0.6421412,0.27235934
198,2018,1,2.986652,0.550019,0.048032522,0.3482868,0.6036807
199,2018,1,1.6918662,-0.17596057,0.15553057,0.45928746,0.38518196
200,2018,1,-0.35077953,-1.8705255,0.5868066,0.35803998,0.05515344
201,2018,1,1.6417551,-2.2585542,0.16222638,0.7585084,0.07926523
202,2018,1,2.986652,0.550019,0.048032522,0.3482868,0.6036807
203,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
204,2018,1,1.9710889,-0.049369402,0.122272015,0.44969502,0.42803296
205,2018,1,2.6816392,1.2303444,0.06406546,0.21163464,0.7242999
206,2018,1,1.6332164,-1.5136938,0.16339016,0.6856921,0.15091774
207,2018,1,1.1118606,0.21311131,0.2475242,0.33629867,0.41617712
208,2018,1,2.9961846,0.31061882,0.04759854,0.4028312,0.54957026
209,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
210,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
211,2018,1,1.2810977,-0.1747607,0.21736342,0.42542505,0.35721153
212,2018,1,2.02783,-0.4552692,0.11631185,0.54072106,0.34296706
213,2018,1,2.769515,1.1772473,0.058993936,0.22165161,0.71935445
214,2018,1,1.6332164,-1.5136938,0.16339016,0.6856921,0.15091774
215,2018,1,-0.27387157,-1.7563127,0.5680431,0.36835003,0.06360684
216,2018,1,1.7038286,-1.1317356,0.15396583,0.6397364,0.20629776
217,2018,1,3.161227,1.3606181,0.040651143,0.19584131,0.76350754
218,2018,1,-0.44222385,-2.2002447,0.6087888,0.3521963,0.039014917
219,2018,1,-0.46457577,-2.3790371,0.61409914,0.3531822,0.032718703
220,2018,1,1.6332164,-1.5136938,0.16339016,0.6856921,0.15091774
221,2018,1,-1.2023427,-1.3729928,0.7689413,0.18435326,0.04670546
222,2018,1,2.5316563,1.1017139,0.07366848,0.23104459,0.6952869
223,2018,1,-0.11701557,-2.2968009,0.5292206,0.42775574,0.043023717
224,2018,1,2.8765898,0.9563656,0.05332303,0.2628036,0.68387336
225,2018,1,2.776807,1.1706756,0.058590412,0.2228626,0.718547
226,2018,1,3.17007,1.021992,0.0403077,0.25397253,0.70571977
227,2018,1,3.0613987,1.6903064,0.04472792,0.1487698,0.8065023
228,2018,1,1.4800063,-1.8374499,0.18542641,0.70268935,0.11188426
229,2018,1,2.324204,0.7528037,0.08913809,0.2916677,0.6191942
230,2018,1,3.200245,1.8020574,0.039156437,0.13605624,0.8247873
231,2018,1,2.962256,1.1203241,0.04916042,0.23386014,0.71697944
232,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
233,2018,1,1.7608309,-1.3759551,0.14668626,0.681235,0.17207874
234,2018,1,1.2491974,-0.86479795,0.22283912,0.54685867,0.23030223
235,2018,1,2.9206455,1.2476505,0.051142395,0.21169686,0.73716074
236,2018,1,0.6499548,-0.9900708,0.34299976,0.47902015,0.1779801
237,2018,1,0.38160318,-1.0965956,0.40574032,0.44546995,0.14878973
238,2018,1,3.2379506,2.0085268,0.037762344,0.113842964,0.8483947
239,2018,1,0.04048431,-1.7158918,0.48988032,0.4323769,0.07774279
240,2018,1,2.6533067,1.1409348,0.06578553,0.22621894,0.70799553
241,2018,1,1.0872846,-0.3647482,0.25212997,0.4413849,0.30648512
242,2018,1,1.8235164,-2.3197653,0.13901252,0.7839298,0.077057675
243,2018,1,2.9737566,1.3357071,0.048625648,0.19809222,0.7532821
244,2018,1,-0.11701557,-2.2968009,0.5292206,0.42775574,0.043023717
245,2018,1,2.8584666,0.9121201,0.054245293,0.2710213,0.6747334
246,2018,1,2.9737566,1.3357071,0.048625648,0.19809222,0.7532821
247,2018,1,2.424137,0.618163,0.081350565,0.3217104,0.596939
248,2018,1,2.2125578,-0.55273974,0.09862846,0.57216454,0.329207
249,2018,1,2.5790565,0.5639113,0.07049847,0.3370772,0.59242433
250,2018,1,2.8889182,1.3057019,0.052704155,0.20197004,0.7453258
251,2018,1,0.8953746,-1.0557207,0.29000193,0.5267276,0.18327044
252,2018,1,-0.34649774,-1.8742988,0.58576804,0.35912043,0.055111535
253,2018,1,2.103492,-0.13753755,0.10875785,0.47621766,0.4150245
254,2018,1,-0.20012772,-1.4403733,0.5498656,0.36393926,0.08619512
255,2018,1,2.4126434,-0.47304487,0.08221358,0.5654521,0.35233435
256,2018,1,3.136102,2.0402472,0.041642368,0.11025095,0.8481067
257,2018,1,1.4209976,0.12198348,0.19450521,0.37821355,0.42728123
258,2018,1,2.496272,0.17992882,0.07611996,0.4204936,0.50338644
259,2018,1,3.2128284,1.9305478,0.03868586,0.1217888,0.83952534
260,2018,1,2.8830159,0.4669491,0.052999496,0.36491585,0.58208466
261,2018,1,2.1444917,-1.2293223,0.10484707,0.69257975,0.20257315
262,2018,1,2.3113546,0.6688112,0.09018695,0.30821103,0.601602
263,2018,1,2.9737566,1.3357071,0.048625648,0.19809222,0.7532821
264,2018,1,0.29110974,-1.9081638,0.42773223,0.49833804,0.07392972
265,2018,1,2.1169891,1.1362462,0.107456446,0.21689719,0.67564636
266,2018,1,1.6367098,0.09395102,0.16291326,0.39889655,0.4381902
267,2018,1,1.9230827,-1.3552563,0.12751818,0.6936123,0.17886956
268,2018,1,3.1493042,1.1581881,0.04111874,0.22916943,0.72971183
269,2018,1,1.4111147,0.23234123,0.19605833,0.3554826,0.44845906
270,2018,1,-0.40995625,-2.1200736,0.60107744,0.35617363,0.042748958
271,2018,1,2.5896533,1.1521758,0.06980729,0.22333175,0.70686096
272,2018,1,-0.46483508,-2.2074943,0.61416054,0.34761068,0.038228787
273,2018,1,1.9777304,-0.6034918,0.12156093,0.5678711,0.31056795
274,2018,1,1.7801433,-0.8029468,0.1442855,0.59096026,0.26475424
275,2018,1,1.9252819,-0.4470779,0.12727374,0.5323143,0.34041193
276,2018,1,-0.05991731,-1.9073416,0.51497483,0.4223212,0.06270396
277,2018,1,1.2920995,0.89508736,0.21549767,0.2275536,0.5569487
278,2018,1,-0.30051038,-2.4607902,0.57456726,0.39197117,0.033461586
279,2018,1,0.49840277,-1.9625915,0.3779161,0.54545134,0.07663256
280,2018,1,3.1006289,1.7639716,0.043081403,0.13999104,0.81692755
281,2018,1,0.74695784,-1.1721317,0.32148457,0.51806694,0.16044848
282,2018,1,-0.18962343,-2.1901617,0.54726434,0.40717348,0.045562167
283,2018,1,2.059609,-0.51595956,0.11308509,0.55538833,0.33152658
284,2018,1,1.9550384,-0.16997686,0.12400496,0.47513288,0.40086216
285,2018,1,3.099302,1.7911245,0.04313606,0.13676935,0.8200946
286,2018,1,1.8371854,0.22870535,0.13738447,0.38220045,0.48041508
287,2018,1,-0.018308025,-1.5251579,0.5045768,0.40688944,0.08853373
288,2018,1,0.971826,-1.8346946,0.2745167,0.6255988,0.09988452
289,2018,1,1.2108014,-2.6515417,0.22955924,0.7196733,0.050767463
290,2018,1,3.0071583,0.60241103,0.047103524,0.3371274,0.6157691
291,2018,1,2.2517345,-0.055516444,0.0952,0.4649546,0.43984538
292,2018,1,1.7709872,-1.1243076,0.1454196,0.6450261,0.20955434
293,2018,1,2.2150748,1.158113,0.098404944,0.21549052,0.68610454
294,2018,1,2.7897332,1.5350772,0.057881534,0.16699243,0.77512604
295,2018,1,0.8089797,-0.9315753,0.30810797,0.4963597,0.1955323
296,2018,1,0.030746764,-2.393955,0.49231392,0.46522585,0.042460237
297,2018,1,1.9877027,0.4771053,0.12050015,0.3367921,0.54270774
298,2018,1,-0.36346325,-2.1950002,0.58987856,0.36902714,0.041094325
299,2018,1,2.751747,0.25584927,0.05998808,0.41020644,0.5298055
300,2018,1,-0.014550025,-2.530608,0.5036375,0.45976067,0.036601827
301,2018,1,0.97350264,-0.8476957,0.27418292,0.5081326,0.21768448
302,2018,1,3.1762886,1.4784744,0.04006785,0.17821908,0.78171307
303,2018,1,2.8021977,1.0641278,0.057205558,0.24184698,0.70094746
304,2018,1,1.5053262,-1.6424502,0.18163252,0.68568397,0.1326835
305,2018,1,2.0801263,-0.3086196,0.11104345,0.5125264,0.37643018
306,2018,1,0.84448874,-1.7297913,0.30059022,0.5940687,0.1053411
307,2018,1,0.6510361,-1.3248993,0.3427561,0.5192199,0.13802406
308,2018,1,2.4955914,1.0204754,0.07616782,0.24475533,0.67907685
309,2018,1,1.0682619,-2.6532621,0.2557338,0.69530225,0.048963957
310,2018,1,2.230343,0.008453947,0.097058535,0.4495624,0.45337906
311,2018,1,2.5159953,-0.0038235523,0.0747444,0.46351227,0.46174332
312,2018,1,2.5819654,0.20718302,0.07030809,0.41686338,0.5128285
313,2018,1,2.9206455,1.2476505,0.051142395,0.21169686,0.73716074
314,2018,1,2.0642867,0.56421995,0.11261672,0.32173997,0.5656433
315,2018,1,2.4989376,-0.81734467,0.07593268,0.641,0.28306735
316,2018,1,2.2699435,0.67294335,0.09364295,0.30620193,0.6001551
317,2018,1,1.0847636,-0.119985275,0.25260562,0.39608943,0.35130495
318,2018,1,1.9916747,0.4413667,0.120079815,0.3444143,0.5355059
319,2018,1,2.745491,1.0663018,0.060341775,0.2406531,0.6990051
320,2018,1,3.0982614,1.4991724,0.043179035,0.1746667,0.78215426
321,2018,1,3.136102,2.0402472,0.041642368,0.11025095,0.8481067
322,2018,1,2.1169891,1.1362462,0.107456446,0.21689719,0.67564636
323,2018,1,0.5995661,-2.775021,0.354443,0.6076699,0.0378871
324,2018,1,2.8036594,0.6021012,0.0571267,0.3336481,0.6092252
325,2018,1,2.9022484,1.6123475,0.052042544,0.15761018,0.7903473
326,2018,1,1.674893,-1.9240459,0.1577729,0.73491806,0.10730905
327,2018,1,2.2096481,-0.17623809,0.09888744,0.49015638,0.41095617
328,2018,1,3.154486,1.2312831,0.040914893,0.21671194,0.74237317
329,2018,1,1.7855258,0.13627462,0.14362216,0.39905837,0.45731947
330,2018,1,1.762898,-0.33590448,0.14642781,0.49779928,0.3557729
331,2018,1,1.2029483,-2.59727,0.23095113,0.71574277,0.053306103
332,2018,1,1.4248374,-1.9155446,0.19390434,0.7026259,0.10346982
333,2018,1,2.6333888,0.9299772,0.06702018,0.2639674,0.6690124
334,2018,1,1.6759841,-2.1900005,0.15762794,0.7575856,0.084786475
335,2018,1,0.8278046,-1.3953849,0.3041095,0.5577218,0.1381687
336,2018,1,0.8366728,-1.8686785,0.30223602,0.60447663,0.09328735
337,2018,1,-0.17660798,-2.3511086,0.5440376,0.41630384,0.039658558
338,2018,1,2.2394207,0.3159353,0.09626591,0.38107455,0.52265954
339,2018,1,0.6064594,-1.764862,0.3528673,0.55253327,0.09459945
340,2018,1,2.4598238,0.13723801,0.07872313,0.4290794,0.49219745
341,2018,1,2.546151,0.9939337,0.07268542,0.25050086,0.6768137
342,2018,1,3.1539812,1.3575249,0.040934622,0.19626588,0.7627995
343,2018,1,1.0774379,-0.7045512,0.2539912,0.49922615,0.24678265
344,2018,1,1.6429147,0.118719175,0.1620689,0.3941251,0.443806
345,2018,1,1.3550078,-1.0827664,0.20505285,0.59383917,0.201108
346,2018,1,-0.2521901,-2.1539893,0.56271553,0.39182484,0.045459665
347,2018,1,2.4296854,0.59186614,0.08093691,0.32737648,0.5916866
348,2018,1,3.0452802,1.6479778,0.04542166,0.15405214,0.8005262
349,2018,1,3.0613987,1.6903064,0.04472792,0.1487698,0.8065023
350,2018,1,2.3169096,0.049233794,0.08973217,0.44393218,0.46633565
351,2018,1,2.9737566,1.3357071,0.048625648,0.19809222,0.7532821
352,2018,1,0.73243606,-2.4163344,0.32466042,0.62000525,0.055334333
353,2018,1,1.0708199,-2.535715,0.25524724,0.6900938,0.054658927
354,2018,1,2.135671,0.3465092,0.10567778,0.37045437,0.52386785
355,2018,1,3.136534,1.3140393,0.041625142,0.20299494,0.7553799
356,2018,1,1.1756734,-1.8701091,0.23583108,0.6621301,0.102038786
357,2018,1,0.735934,-1.2426198,0.3238939,0.5246717,0.15143445
358,2018,1,0.349894,-1.6315156,0.41340816,0.49061203,0.095979825
359,2018,1,2.6183195,0.72582316,0.06796867,0.30394655,0.6280848
360,2018,1,1.1211805,-2.32819,0.24579239,0.68722266,0.066984974
361,2018,1,1.855175,-0.07810417,0.13526648,0.449243,0.4154905
362,2018,1,-0.6277204,-2.2072372,0.6519724,0.31353718,0.03449039
363,2018,1,1.5323029,-2.4160366,0.17765701,0.75494546,0.06739756
364,2018,1,1.9423382,-0.43437618,0.12539124,0.53081596,0.3437928
365,2018,1,2.5896533,1.1521758,0.06980729,0.22333175,0.70686096
366,2018,1,1.6394161,-1.4664803,0.16254455,0.6804508,0.15700462
367,2018,1,2.047319,-0.43695775,0.11432356,0.5380784,0.347598
368,2018,1,1.3045037,-2.4318495,0.21340805,0.7230542,0.06353778
369,2018,1,-0.43004316,-2.214357,0.605884,0.35530797,0.038808066
370,2018,1,0.25427863,-1.5016853,0.43677068,0.4606234,0.10260592
