track,fold,index,y_true,y_pred,abs_error,threshold_logit_1,threshold_logit_2,threshold_logit_3,threshold_logit_4,class_prob_1,class_logit_1,class_prob_2,class_logit_2,class_prob_3,class_logit_3,class_prob_4,class_logit_4,class_prob_5,class_logit_5
chief_complaint_smoke,2,30,4,3,1,3.48,1.652,-0.175,-3.12,0.03027,-3.498,0.1304,-2.037,0.383,-0.9595,0.414,-0.882,0.04233,-3.162
chief_complaint_smoke,2,33,3,3,0,3.486,1.659,-0.2247,-3.332,0.0293,-3.531,0.1309,-2.033,0.3958,-0.927,0.4097,-0.8926,0.0345,-3.367
chief_complaint_smoke,2,34,3,3,0,3.93,1.867,-0.576,-3.639,0.01904,-3.96,0.11475,-2.164,0.5063,-0.6807,0.3342,-1.096,0.02562,-3.664
chief_complaint_smoke,2,35,4,3,1,3.283,1.408,-0.7827,-2.754,0.03564,-3.334,0.1606,-1.828,0.49,-0.7134,0.254,-1.371,0.05988,-2.816
chief_complaint_smoke,2,36,3,3,0,3.615,1.762,-0.5825,-3.445,0.02686,-3.617,0.1196,-2.123,0.495,-0.703,0.3276,-1.116,0.03088,-3.477
chief_complaint_smoke,2,37,3,3,0,3.727,1.75,-0.7866,-3.578,0.02393,-3.732,0.124,-2.088,0.539,-0.618,0.286,-1.252,0.02716,-3.605
chief_complaint_smoke,2,38,4,3,1,3.348,1.457,-0.4265,-3.348,0.03418,-3.377,0.1543,-1.869,0.4165,-0.876,0.361,-1.019,0.03397,-3.383
chief_complaint_smoke,2,39,4,3,1,3.604,1.76,-0.5806,-3.36,0.02686,-3.617,0.1196,-2.123,0.4946,-0.704,0.3252,-1.123,0.0336,-3.393
chief_complaint_smoke,2,40,2,3,1,3.709,1.848,-0.821,-3.445,0.02393,-3.732,0.1118,-2.191,0.5586,-0.5825,0.275,-1.291,0.03088,-3.477
chief_complaint_smoke,2,41,3,3,0,3.912,2.13,-0.627,-3.625,0.01904,-3.96,0.0874,-2.438,0.545,-0.607,0.3225,-1.132,0.02596,-3.652
chief_complaint_smoke,2,44,3,3,0,3.248,1.404,-0.4534,-3.402,0.0376,-3.281,0.1592,-1.838,0.4148,-0.88,0.3562,-1.032,0.03223,-3.436
chief_complaint_smoke,2,46,4,3,1,3.871,1.973,-0.4841,-3.656,0.02002,-3.91,0.10156,-2.287,0.497,-0.699,0.3562,-1.032,0.02518,-3.682
chief_complaint_smoke,2,48,4,3,1,3.516,1.702,-0.597,-3.54,0.02832,-3.564,0.126,-2.072,0.4907,-0.712,0.3267,-1.119,0.02821,-3.568
chief_complaint_smoke,2,51,3,3,0,3.846,1.946,-0.419,-3.482,0.021,-3.863,0.104,-2.264,0.478,-0.7383,0.3672,-1.002,0.02982,-3.514
chief_complaint_smoke,2,52,2,3,1,3.457,1.714,-0.887,-3.326,0.03027,-3.498,0.1221,-2.104,0.5557,-0.5874,0.257,-1.358,0.0347,-3.361
chief_complaint_smoke,2,53,3,3,0,3.676,1.864,-0.503,-3.568,0.0249,-3.693,0.1094,-2.213,0.4888,-0.716,0.3496,-1.051,0.02742,-3.596
chief_complaint_smoke,2,55,3,3,0,3.654,1.663,-0.1279,-3.504,0.0249,-3.693,0.1343,-2.008,0.3728,-0.987,0.4387,-0.8237,0.02919,-3.533
chief_complaint_smoke,2,56,3,3,0,3.402,1.49,-0.651,-3.033,0.03223,-3.436,0.1519,-1.885,0.4731,-0.7485,0.2969,-1.215,0.04593,-3.08
chief_complaint_smoke,2,59,4,3,1,3.709,1.735,-0.536,-3.588,0.02393,-3.732,0.1265,-2.068,0.4805,-0.733,0.3423,-1.072,0.02692,-3.615
chief_complaint_smoke,2,62,3,3,0,3.705,1.886,-0.4712,-3.521,0.02393,-3.732,0.1074,-2.23,0.4844,-0.725,0.3555,-1.034,0.0287,-3.55
chief_complaint_smoke,2,63,3,3,0,3.604,1.783,-0.709,-3.387,0.02686,-3.617,0.1172,-2.145,0.5264,-0.6416,0.297,-1.214,0.0327,-3.42
chief_complaint_smoke,2,64,3,3,0,3.863,2.033,-0.726,-3.604,0.021,-3.863,0.0947,-2.357,0.558,-0.583,0.2996,-1.205,0.0265,-3.63
chief_complaint_smoke,2,66,3,3,0,3.92,1.911,-0.8394,-3.625,0.01904,-3.96,0.11035,-2.203,0.569,-0.564,0.276,-1.288,0.02596,-3.652
chief_complaint_smoke,2,69,3,3,0,3.994,2.207,-0.5938,-3.686,0.01807,-4.016,0.08154,-2.506,0.545,-0.607,0.3313,-1.1045,0.02446,-3.71
chief_complaint_smoke,2,70,3,3,0,3.541,1.735,-0.6826,-3.2,0.02832,-3.564,0.1221,-2.104,0.514,-0.665,0.2964,-1.216,0.03918,-3.24
chief_complaint_smoke,2,72,3,3,0,3.963,2.113,-0.651,-3.637,0.01807,-4.016,0.08984,-2.41,0.5493,-0.599,0.3171,-1.148,0.02567,-3.662
chief_complaint_smoke,2,73,3,3,0,3.85,2.086,-0.699,-3.545,0.021,-3.863,0.08936,-2.416,0.5576,-0.584,0.304,-1.19,0.02808,-3.572
chief_complaint_smoke,2,74,4,3,1,3.623,1.752,-0.08344,-3.346,0.02588,-3.654,0.1221,-2.104,0.3726,-0.9873,0.4453,-0.809,0.03406,-3.379
chief_complaint_smoke,2,75,3,3,0,3.928,2.018,-0.52,-3.572,0.01906,-3.96,0.0982,-2.32,0.5103,-0.673,0.3457,-1.0625,0.02734,-3.6
chief_complaint_smoke,2,78,3,3,0,3.89,1.919,-0.693,-3.65,0.02002,-3.91,0.1079,-2.227,0.539,-0.618,0.3079,-1.178,0.02531,-3.676
chief_complaint_smoke,2,80,3,3,0,3.951,1.94,-0.675,-3.6,0.01904,-3.96,0.10645,-2.24,0.537,-0.6216,0.3108,-1.169,0.0266,-3.627
chief_complaint_smoke,2,81,3,3,0,3.525,1.568,-0.2382,-3.248,0.02832,-3.564,0.144,-1.9375,0.387,-0.949,0.4033,-0.908,0.0374,-3.285
chief_complaint_smoke,2,82,3,3,0,3.963,1.978,-0.6772,-3.662,0.01807,-4.016,0.1035,-2.268,0.5415,-0.6133,0.3118,-1.165,0.02504,-3.688
chief_complaint_smoke,2,84,4,3,1,3.783,2.178,-0.3918,-3.47,0.02197,-3.818,0.0796,-2.531,0.4954,-0.7026,0.3728,-0.987,0.03017,-3.502
chief_complaint_smoke,2,88,2,3,1,3.95,1.8,-0.7314,-3.498,0.01904,-3.96,0.12256,-2.1,0.533,-0.629,0.2957,-1.219,0.02936,-3.527
chief_complaint_smoke,2,89,5,3,2,3.898,1.943,-0.6416,-3.611,0.02003,-3.91,0.1055,-2.248,0.53,-0.6353,0.3188,-1.143,0.02634,-3.637
chief_complaint_smoke,2,90,3,3,0,3.469,1.602,-0.1403,-3.273,0.03027,-3.498,0.1372,-1.986,0.3674,-1.001,0.4287,-0.847,0.0365,-3.31
chief_complaint_smoke,2,94,3,3,0,3.85,2.086,-0.699,-3.545,0.021,-3.863,0.08936,-2.416,0.5576,-0.584,0.304,-1.19,0.02808,-3.572
chief_complaint_smoke,2,95,3,3,0,3.734,1.847,-0.706,-3.463,0.02295,-3.775,0.1138,-2.174,0.5327,-0.63,0.3003,-1.203,0.0304,-3.494
chief_complaint_smoke,2,97,4,3,1,3.76,1.929,-0.4036,-3.56,0.02295,-3.775,0.104,-2.264,0.4724,-0.75,0.373,-0.986,0.02763,-3.588
chief_complaint_smoke,2,99,4,3,1,3.725,2.02,-0.2769,-3.43,0.02393,-3.732,0.09326,-2.373,0.452,-0.7944,0.3994,-0.918,0.0314,-3.46
chief_complaint_smoke,2,100,3,3,0,3.629,1.677,-0.2725,-3.34,0.02588,-3.654,0.1318,-2.025,0.41,-0.8916,0.3982,-0.921,0.0342,-3.375
chief_complaint_smoke,2,103,3,3,0,3.96,2.05,-0.716,-3.654,0.01904,-3.96,0.0952,-2.352,0.5576,-0.584,0.3032,-1.193,0.02524,-3.68
chief_complaint_smoke,2,105,4,4,0,3.352,1.624,0.00979,-3.24,0.03418,-3.377,0.1304,-2.037,0.333,-1.1,0.4648,-0.766,0.03766,-3.28
chief_complaint_smoke,2,110,3,3,0,3.527,1.561,-0.2145,-3.271,0.02832,-3.564,0.145,-1.931,0.38,-0.968,0.4102,-0.891,0.03656,-3.309
chief_complaint_smoke,2,111,3,3,0,3.766,1.878,-0.798,-3.617,0.02295,-3.775,0.10986,-2.209,0.5566,-0.586,0.2844,-1.257,0.02617,-3.643
chief_complaint_smoke,2,112,3,3,0,3.848,1.872,-0.6396,-3.68,0.02101,-3.863,0.11285,-2.182,0.521,-0.652,0.321,-1.136,0.02463,-3.703
chief_complaint_smoke,2,114,2,3,1,3.855,1.758,-0.7095,-3.6,0.021,-3.863,0.1255,-2.076,0.524,-0.6465,0.303,-1.194,0.0266,-3.627
chief_complaint_smoke,2,116,3,3,0,3.623,1.717,-0.9116,-3.416,0.02588,-3.654,0.1265,-2.068,0.561,-0.578,0.255,-1.367,0.0318,-3.45
chief_complaint_smoke,2,118,3,3,0,3.88,2.078,-0.648,-3.678,0.02002,-3.91,0.0913,-2.393,0.545,-0.607,0.3188,-1.143,0.02466,-3.703
chief_complaint_smoke,2,119,1,3,2,3.46,1.463,-0.7495,-3.406,0.03027,-3.498,0.1577,-1.847,0.491,-0.7114,0.289,-1.241,0.0321,-3.44
chief_complaint_smoke,2,123,3,3,0,3.941,2.14,-0.483,-3.549,0.01904,-3.96,0.08594,-2.455,0.5137,-0.666,0.3535,-1.04,0.02795,-3.578
chief_complaint_smoke,2,127,4,3,1,3.738,1.911,-0.569,-3.469,0.02296,-3.773,0.1065,-2.24,0.5093,-0.675,0.3315,-1.104,0.03023,-3.498
chief_complaint_smoke,2,131,4,3,1,3.664,1.749,-0.2888,-3.357,0.0249,-3.693,0.12305,-2.096,0.424,-0.858,0.3943,-0.9307,0.03366,-3.39
chief_complaint_smoke,2,132,4,3,1,3.48,1.617,-0.5693,-3.363,0.03027,-3.498,0.1353,-2.0,0.4731,-0.7485,0.328,-1.115,0.03345,-3.398
chief_complaint_smoke,2,134,3,3,0,3.953,2.076,-0.706,-3.664,0.01904,-3.96,0.0923,-2.383,0.558,-0.583,0.3057,-1.186,0.02498,-3.69
chief_complaint_smoke,2,137,4,3,1,3.422,1.718,-0.0682,-3.31,0.03125,-3.465,0.1211,-2.111,0.3647,-1.009,0.4478,-0.8037,0.03522,-3.346
chief_complaint_smoke,2,138,3,3,0,3.467,1.891,-0.4329,-3.379,0.03027,-3.498,0.1011,-2.291,0.4753,-0.7437,0.3604,-1.0205,0.03296,-3.412
chief_complaint_smoke,2,140,2,3,1,3.924,1.904,-0.509,-3.547,0.01904,-3.96,0.11035,-2.203,0.495,-0.703,0.3474,-1.058,0.028,-3.576
chief_complaint_smoke,2,142,4,3,1,3.953,2.12,-0.545,-3.63,0.01906,-3.96,0.08844,-2.426,0.526,-0.6426,0.3413,-1.075,0.02582,-3.656
chief_complaint_smoke,2,145,3,3,0,3.037,1.625,-0.6016,-2.354,0.0459,-3.082,0.11865,-2.13,0.4814,-0.731,0.267,-1.32,0.0868,-2.443
chief_complaint_smoke,2,146,5,3,2,3.92,1.968,-0.731,-3.686,0.01904,-3.96,0.1035,-2.268,0.5522,-0.5938,0.3008,-1.201,0.02446,-3.71
chief_complaint_smoke,2,150,3,3,0,3.904,2.04,-0.8906,-3.512,0.02002,-3.91,0.0947,-2.357,0.594,-0.5205,0.262,-1.34,0.02899,-3.541
chief_complaint_smoke,2,151,3,3,0,3.617,1.591,-0.8945,-3.512,0.02687,-3.617,0.1427,-1.947,0.5405,-0.615,0.2615,-1.342,0.029,-3.541
chief_complaint_smoke,2,152,4,3,1,3.48,1.652,-0.175,-3.12,0.03027,-3.498,0.1304,-2.037,0.383,-0.9595,0.414,-0.882,0.04233,-3.162
chief_complaint_smoke,2,153,3,3,0,3.463,1.657,-0.255,-3.365,0.03027,-3.498,0.1299,-2.041,0.403,-0.9087,0.4033,-0.908,0.03342,-3.398
chief_complaint_smoke,2,154,4,3,1,3.58,1.723,-0.5166,-3.406,0.02734,-3.6,0.1245,-2.084,0.4744,-0.7456,0.3418,-1.073,0.0321,-3.44
chief_complaint_smoke,2,157,3,3,0,3.062,1.191,-0.91,-2.629,0.04492,-3.104,0.188,-1.671,0.48,-0.734,0.2197,-1.516,0.0673,-2.7
chief_complaint_smoke,2,158,2,3,1,3.955,2.182,-0.5474,-3.627,0.01904,-3.96,0.0825,-2.494,0.532,-0.631,0.3406,-1.077,0.02591,-3.652
chief_complaint_smoke,2,160,2,3,1,3.938,2.06,-0.5757,-3.607,0.01904,-3.96,0.09375,-2.367,0.5273,-0.64,0.3337,-1.098,0.0264,-3.635
chief_complaint_smoke,2,164,4,3,1,3.43,1.585,-0.2252,-3.275,0.03125,-3.465,0.1392,-1.972,0.386,-0.952,0.4072,-0.8984,0.03644,-3.312
chief_complaint_smoke,2,167,3,3,0,3.74,1.927,-0.7236,-3.51,0.02295,-3.775,0.104,-2.264,0.547,-0.6035,0.2974,-1.213,0.02904,-3.54
chief_complaint_smoke,2,168,3,3,0,3.479,1.647,-0.8525,-3.344,0.03027,-3.498,0.1309,-2.033,0.54,-0.616,0.2646,-1.329,0.0341,-3.379
chief_complaint_smoke,2,169,4,3,1,3.594,1.909,-0.1311,-3.281,0.02686,-3.617,0.10254,-2.277,0.4036,-0.907,0.431,-0.842,0.03622,-3.318
chief_complaint_smoke,2,170,3,3,0,3.984,2.082,-0.607,-3.639,0.01807,-4.016,0.09326,-2.373,0.536,-0.6235,0.327,-1.118,0.02562,-3.664
chief_complaint_smoke,2,172,3,3,0,3.828,1.903,-0.528,-3.402,0.021,-3.863,0.1089,-2.217,0.499,-0.6953,0.3389,-1.082,0.03223,-3.436
chief_complaint_smoke,2,173,3,3,0,3.787,2.193,-0.426,-3.488,0.02197,-3.818,0.0781,-2.549,0.505,-0.6836,0.3652,-1.007,0.02966,-3.518
chief_complaint_smoke,2,174,3,3,0,3.758,1.744,-0.626,-3.295,0.02295,-3.775,0.126,-2.072,0.503,-0.6875,0.3125,-1.163,0.03577,-3.33
chief_complaint_smoke,2,180,4,3,1,3.746,1.929,-0.2001,-3.32,0.02295,-3.775,0.104,-2.264,0.423,-0.8604,0.415,-0.8794,0.03488,-3.355
chief_complaint_smoke,2,185,4,3,1,3.797,1.981,-0.516,-3.408,0.02197,-3.818,0.0991,-2.31,0.505,-0.6836,0.3418,-1.073,0.03204,-3.441
chief_complaint_smoke,2,186,3,3,0,3.717,1.763,-0.724,-3.555,0.02393,-3.732,0.12256,-2.1,0.5273,-0.64,0.2986,-1.209,0.0278,-3.582
chief_complaint_smoke,2,187,4,3,1,3.826,1.938,-0.4597,-3.559,0.021,-3.863,0.1045,-2.258,0.4875,-0.7183,0.3594,-1.023,0.02768,-3.588
chief_complaint_smoke,2,188,3,3,0,3.777,1.783,-0.605,-3.559,0.02197,-3.818,0.1221,-2.104,0.503,-0.6875,0.3254,-1.123,0.02768,-3.588
chief_complaint_smoke,2,191,4,3,1,3.402,1.613,-0.961,-3.223,0.03223,-3.436,0.1338,-2.012,0.557,-0.585,0.2385,-1.434,0.03833,-3.262
chief_complaint_smoke,2,192,2,3,1,3.46,1.463,-0.7495,-3.406,0.03027,-3.498,0.1577,-1.847,0.491,-0.7114,0.289,-1.241,0.0321,-3.44
chief_complaint_smoke,2,194,3,3,0,3.992,2.064,-0.694,-3.719,0.01807,-4.016,0.0947,-2.357,0.554,-0.5903,0.3093,-1.174,0.02368,-3.742
chief_complaint_smoke,2,196,3,3,0,3.975,2.059,-0.5938,-3.637,0.01807,-4.016,0.0952,-2.352,0.5312,-0.6323,0.33,-1.108,0.02567,-3.662
chief_complaint_smoke,2,198,4,3,1,3.959,2.107,-0.516,-3.617,0.01904,-3.96,0.08887,-2.42,0.5186,-0.6567,0.3477,-1.057,0.02617,-3.643
chief_complaint_smoke,2,200,2,3,1,3.46,1.692,-0.4504,-3.152,0.03027,-3.498,0.125,-2.08,0.4556,-0.786,0.3481,-1.055,0.041,-3.195
chief_complaint_smoke,2,202,3,3,0,3.809,2.174,-0.428,-3.488,0.02197,-3.818,0.0796,-2.531,0.504,-0.6855,0.3647,-1.009,0.02966,-3.518
chief_complaint_smoke,2,206,3,3,0,3.516,1.702,-0.597,-3.54,0.02832,-3.564,0.126,-2.072,0.4907,-0.712,0.3267,-1.119,0.02821,-3.568
chief_complaint_smoke,2,207,3,3,0,3.586,1.904,-0.8413,-3.34,0.02686,-3.617,0.10254,-2.277,0.5693,-0.5635,0.267,-1.32,0.0342,-3.375
chief_complaint_smoke,2,208,4,3,1,3.896,2.18,-0.4102,-3.547,0.02002,-3.91,0.08154,-2.506,0.4998,-0.694,0.3706,-0.9927,0.028,-3.576
chief_complaint_smoke,2,212,2,3,1,3.842,1.817,-0.603,-3.63,0.021,-3.863,0.11865,-2.13,0.507,-0.6797,0.3276,-1.116,0.0258,-3.658
chief_complaint_smoke,2,213,4,3,1,3.713,1.938,-0.4429,-3.361,0.02393,-3.732,0.10156,-2.287,0.4836,-0.7266,0.3574,-1.029,0.03354,-3.395
chief_complaint_smoke,2,214,3,3,0,3.46,1.463,-0.7495,-3.406,0.03027,-3.498,0.1577,-1.847,0.491,-0.7114,0.289,-1.241,0.0321,-3.44
chief_complaint_smoke,2,215,4,3,1,3.78,1.912,-0.623,-3.473,0.02197,-3.818,0.10645,-2.24,0.5225,-0.6494,0.3193,-1.142,0.0301,-3.504
chief_complaint_smoke,2,216,4,3,1,3.95,1.99,-0.4775,-3.643,0.01904,-3.96,0.1011,-2.291,0.4973,-0.6987,0.357,-1.03,0.02551,-3.668
chief_complaint_smoke,2,219,4,3,1,3.863,1.916,-0.559,-3.582,0.02101,-3.863,0.1075,-2.23,0.5083,-0.677,0.3367,-1.089,0.02708,-3.61
chief_complaint_smoke,2,221,2,3,1,3.992,1.95,-0.643,-3.654,0.01807,-4.016,0.10693,-2.236,0.5303,-0.6343,0.3193,-1.142,0.02524,-3.68
chief_complaint_smoke,2,223,4,3,1,3.166,1.419,-0.5107,-3.172,0.04053,-3.205,0.1543,-1.869,0.4304,-0.843,0.3345,-1.095,0.04022,-3.213
chief_complaint_smoke,2,224,3,3,0,3.494,1.637,-0.6763,-3.242,0.0293,-3.531,0.1333,-2.016,0.5,-0.6934,0.2996,-1.205,0.0376,-3.281
chief_complaint_smoke,2,225,3,3,0,3.857,2.014,-0.781,-3.639,0.02101,-3.863,0.0972,-2.33,0.568,-0.566,0.2888,-1.242,0.02563,-3.664
chief_complaint_smoke,2,226,3,3,0,3.865,1.985,-0.7007,-3.63,0.02002,-3.91,0.1011,-2.291,0.5474,-0.6025,0.3057,-1.186,0.0258,-3.658
chief_complaint_smoke,2,230,3,3,0,3.955,2.072,-0.634,-3.65,0.01904,-3.96,0.0928,-2.377,0.5415,-0.6133,0.3213,-1.136,0.02531,-3.676
chief_complaint_smoke,2,231,2,3,1,3.494,1.637,-0.6763,-3.242,0.0293,-3.531,0.1333,-2.016,0.5,-0.6934,0.2996,-1.205,0.0376,-3.281
chief_complaint_smoke,2,232,3,4,1,3.46,1.738,0.0922,-3.25,0.03027,-3.498,0.11914,-2.127,0.3276,-1.116,0.4856,-0.722,0.03732,-3.29
chief_complaint_smoke,2,233,4,3,1,3.822,2.133,-0.4023,-3.475,0.021,-3.863,0.0845,-2.47,0.494,-0.7056,0.3706,-0.9927,0.03004,-3.506
chief_complaint_smoke,2,234,4,3,1,3.82,1.937,-0.4539,-3.588,0.021,-3.863,0.10547,-2.25,0.485,-0.723,0.3616,-1.018,0.02692,-3.615
chief_complaint_smoke,2,235,3,3,0,3.48,1.652,-0.175,-3.12,0.03027,-3.498,0.1304,-2.037,0.383,-0.9595,0.414,-0.882,0.04233,-3.162
chief_complaint_smoke,2,236,3,3,0,3.77,1.808,-0.7344,-3.508,0.02295,-3.775,0.11816,-2.135,0.5347,-0.626,0.2952,-1.221,0.0291,-3.537
chief_complaint_smoke,2,237,3,3,0,3.86,1.967,-0.663,-3.752,0.02101,-3.863,0.1016,-2.287,0.5376,-0.6206,0.3174,-1.147,0.02295,-3.775
chief_complaint_smoke,2,238,3,3,0,3.406,1.3955,-0.8247,-3.004,0.03223,-3.436,0.1665,-1.793,0.4966,-0.7,0.2573,-1.357,0.04724,-3.053
chief_complaint_smoke,2,241,2,3,1,3.822,1.971,-0.6187,-3.605,0.021,-3.863,0.10156,-2.287,0.5273,-0.64,0.3237,-1.128,0.02644,-3.633
chief_complaint_smoke,2,242,2,3,1,3.97,1.968,-0.664,-3.637,0.01807,-4.016,0.1045,-2.258,0.537,-0.6216,0.3145,-1.157,0.02567,-3.662
chief_complaint_smoke,2,244,4,3,1,3.918,1.91,-0.579,-3.605,0.01904,-3.96,0.11035,-2.203,0.5117,-0.67,0.3328,-1.101,0.02644,-3.633
chief_complaint_smoke,2,245,5,3,2,3.834,2.031,-0.3845,-3.496,0.021,-3.863,0.0947,-2.357,0.4792,-0.7354,0.3755,-0.9795,0.02942,-3.525
chief_complaint_smoke,2,248,3,3,0,3.629,1.704,-0.693,-3.451,0.0259,-3.654,0.128,-2.055,0.513,-0.667,0.3027,-1.195,0.03076,-3.482
chief_complaint_smoke,2,250,2,3,1,3.062,1.191,-0.91,-2.629,0.04492,-3.104,0.188,-1.671,0.48,-0.734,0.2197,-1.516,0.0673,-2.7
chief_complaint_smoke,2,252,1,3,2,3.451,1.501,-0.8555,-3.195,0.03027,-3.498,0.1519,-1.885,0.5195,-0.655,0.259,-1.351,0.03934,-3.236
chief_complaint_smoke,2,254,3,3,0,3.42,1.321,-0.5435,-3.223,0.03223,-3.436,0.1782,-1.725,0.4224,-0.862,0.3289,-1.112,0.03833,-3.262
chief_complaint_smoke,2,256,3,3,0,3.885,2.098,-0.683,-3.69,0.02002,-3.91,0.08936,-2.416,0.555,-0.5884,0.311,-1.168,0.02437,-3.715
chief_complaint_smoke,2,259,3,3,0,3.516,1.702,-0.597,-3.54,0.02832,-3.564,0.126,-2.072,0.4907,-0.712,0.3267,-1.119,0.02821,-3.568
chief_complaint_smoke,2,260,1,3,2,3.457,1.714,-0.887,-3.326,0.03027,-3.498,0.1221,-2.104,0.5557,-0.5874,0.257,-1.358,0.0347,-3.361
chief_complaint_smoke,2,261,3,3,0,3.89,1.903,-0.4753,-3.678,0.02002,-3.91,0.10986,-2.209,0.4868,-0.7197,0.3586,-1.025,0.02466,-3.703
chief_complaint_smoke,2,263,3,3,0,3.81,1.67,-0.7812,-3.648,0.02197,-3.818,0.1367,-1.99,0.5273,-0.64,0.2888,-1.242,0.02538,-3.674
chief_complaint_smoke,2,264,4,3,1,3.967,2.018,-0.585,-3.62,0.01807,-4.016,0.0991,-2.31,0.525,-0.6445,0.3318,-1.104,0.02611,-3.646
chief_complaint_smoke,2,266,3,3,0,3.855,1.76,-0.665,-3.559,0.021,-3.863,0.1255,-2.076,0.5137,-0.666,0.312,-1.165,0.02768,-3.588
chief_complaint_smoke,2,267,4,3,1,3.717,1.85,-0.531,-3.53,0.02393,-3.732,0.1118,-2.191,0.494,-0.7056,0.3418,-1.073,0.02849,-3.559
chief_complaint_smoke,2,268,2,3,1,3.947,2.02,-0.5977,-3.635,0.01904,-3.96,0.09814,-2.322,0.528,-0.639,0.3293,-1.11,0.0257,-3.662
chief_complaint_smoke,2,270,3,3,0,3.822,1.992,-0.628,-3.605,0.021,-3.863,0.0991,-2.31,0.532,-0.631,0.3215,-1.135,0.02644,-3.633
chief_complaint_smoke,2,273,4,3,1,3.428,1.671,-0.0538,-3.293,0.03125,-3.465,0.1274,-2.06,0.3547,-1.036,0.4507,-0.797,0.03583,-3.328
chief_complaint_smoke,2,274,4,3,1,3.215,1.556,-0.6406,-3.05,0.03857,-3.256,0.1357,-1.997,0.4807,-0.7324,0.2998,-1.205,0.0452,-3.098
chief_complaint_smoke,2,275,2,3,1,3.887,1.898,-0.585,-3.564,0.02002,-3.91,0.10986,-2.209,0.512,-0.669,0.3303,-1.107,0.02754,-3.592
chief_complaint_smoke,2,276,3,3,0,3.871,2.021,-0.6875,-3.658,0.02003,-3.91,0.0972,-2.33,0.5483,-0.601,0.3098,-1.172,0.02515,-3.684
chief_complaint_smoke,2,277,3,3,0,3.926,2.08,-0.571,-3.635,0.01904,-3.96,0.0923,-2.383,0.5273,-0.64,0.3354,-1.092,0.0257,-3.662
chief_complaint_smoke,2,284,4,3,1,3.893,2.111,-0.5186,-3.629,0.02003,-3.91,0.08795,-2.432,0.519,-0.656,0.3477,-1.057,0.02588,-3.654
chief_complaint_smoke,2,286,3,3,0,3.22,1.51,-0.4006,-2.79,0.03857,-3.256,0.1421,-1.951,0.418,-0.8726,0.3435,-1.068,0.05792,-2.85
chief_complaint_smoke,2,289,2,3,1,3.42,1.321,-0.5435,-3.223,0.03223,-3.436,0.1782,-1.725,0.4224,-0.862,0.3289,-1.112,0.03833,-3.262
chief_complaint_smoke,2,293,4,3,1,3.959,2.152,-0.476,-3.514,0.01904,-3.96,0.08496,-2.465,0.5127,-0.668,0.3545,-1.037,0.02893,-3.543
chief_complaint_smoke,2,295,3,3,0,3.896,2.055,-0.534,-3.537,0.02002,-3.91,0.09326,-2.373,0.5176,-0.6587,0.341,-1.076,0.02827,-3.566
chief_complaint_smoke,2,296,3,3,0,3.875,2.064,-0.576,-3.6,0.02002,-3.91,0.0928,-2.377,0.5273,-0.64,0.3333,-1.099,0.0266,-3.627
